exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
NSBET,57,172,57,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSBFD,168,505,168,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSBFR,34,101,34,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSBIG,55,166,55,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSBIX,49,147,49,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSBLL,69,208,69,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSBMC,36,108,36,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSBNS,27,82,27,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSBRK,100,300,100,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSBRN,28,83,28,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSBRV,62,185,62,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSBSY,38,114,38,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSBTS,68,203,68,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSBVO,53,158,53,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSBVS,61,184,61,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSCAB,13,38,13,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCAL,51,153,51,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSCAN,41,122,41,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCAR,44,131,44,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCAT,79,236,79,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCAW,86,257,86,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCBK,120,360,120,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCBS,93,280,93,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSCBY,88,263,88,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSCGM,15,44,15,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCHL,76,229,76,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCLO,130,390,130,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSCNI,39,117,39,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCPY,40,120,40,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCRN,86,259,86,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSCRR,81,244,81,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSCRY,132,395,132,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCTI,38,114,38,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCTN,42,127,42,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCTS,62,186,62,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSCTW,134,402,134,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSCUN,64,193,64,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSCWY,49,148,49,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSDAV,166,499,166,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDBG,22,65,22,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDBL,36,107,36,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSDBT,42,127,42,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDCH,152,457,152,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDCR,27,81,27,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDCT,167,501,167,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDDL,30,91,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDEE,51,153,51,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSDET,119,356,119,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSDIA,17,52,17,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDLS,66,199,66,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSDLT,90,269,90,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSDMK,193,578,193,S12000033,S99999999,S99999999,00QA,"Below 1,000 (b)",13,10
NSDMR,34,101,34,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSDOC,43,128,43,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDPH,35,106,35,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSDRN,16,47,16,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSDRS,28,84,28,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDTU,34,102,34,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDVG,73,218,73,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSDWH,20,60,20,S12000024,S99999999,S99999999,00RB,"Below 1,000 (b)",13,10
NSEDD,39,118,39,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSEDI,50,149,50,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSEDN,58,175,58,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSEDY,22,67,22,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSEVI,57,170,57,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSFAG,91,273,91,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSFAR,60,179,60,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSFEU,67,202,67,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSFIS,7,20,7,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSFOU,5,16,5,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSFRG,48,143,48,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSFSS,27,82,27,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSFTN,144,431,144,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSFYV,146,437,146,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSGAI,93,278,93,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGBD,28,84,28,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGFN,27,82,27,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGIL,43,129,43,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGLA,24,73,24,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSGLG,43,128,43,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGLV,57,170,57,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSGMT,28,85,28,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGMZ,11,34,11,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGOR,79,238,79,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGOT,95,286,95,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSGQT,49,147,49,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGRE,46,139,46,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSGRN,49,148,49,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSGRO,20,61,20,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSGSL,41,123,41,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSGTN,141,424,141,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSGTY,33,99,33,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSGUT,25,74,25,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSGVR,46,139,46,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSHAM,99,297,99,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSHAT,129,388,129,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSHEL,108,323,108,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSHIL,37,110,37,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSHLD,12,37,12,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSHLK,139,417,139,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSHOY,28,85,28,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSHRS,76,228,76,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSHRY,88,265,88,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSIGR,42,126,42,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSISL,55,164,55,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSIVS,30,90,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSJOG,66,197,66,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKBC,11,34,11,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKCN,48,145,48,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKDM,52,156,52,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSKDY,140,419,140,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKED,64,192,64,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSKEN,74,221,74,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSKGL,4,13,4,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKGS,191,573,191,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKHS,5,16,5,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKLB,64,193,64,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKLL,36,108,36,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKLN,15,44,15,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKLV,113,338,113,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKLW,17,50,17,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKNO,36,107,36,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSKON,65,196,65,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSKSS,61,184,61,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSKTY,159,476,159,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLAG,33,99,33,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLAI,108,325,108,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLAT,33,100,33,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLBD,98,293,98,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSLBM,24,73,24,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLCN,95,284,95,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLEV,42,125,42,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSLHP,37,112,37,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSLLT,23,70,23,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLMN,90,271,90,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSLMR,14,41,14,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLMY,138,415,138,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSLPT,53,159,53,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSLSD,162,487,162,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSLSV,30,91,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLVR,83,250,83,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSLYT,34,103,34,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSMAL,130,391,130,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSMAN,34,101,34,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSMEL,41,122,41,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSMEM,82,246,82,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSMER,7,20,7,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSMID,39,118,39,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSMOF,69,208,69,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSMON,95,286,95,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSMUL,39,116,39,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSMUN,136,407,136,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSNAB,75,226,75,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSNBR,197,592,197,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSNBY,71,214,71,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSNDR,142,427,142,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSNER,29,86,29,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSNET,107,322,107,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSNPT,146,439,146,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSNRS,10,31,10,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSNST,30,89,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSNTT,48,145,48,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSOLL,27,80,27,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSONI,55,164,55,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSORN,95,284,95,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSORP,65,194,65,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSORT,18,53,18,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSPIT,101,302,101,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSPLO,59,176,59,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSPMH,110,331,110,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSPOO,38,113,38,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSPOY,65,196,65,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSPPS,3,9,3,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSREY,46,139,46,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSRHL,40,119,40,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSRHT,192,577,192,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSRMY,48,144,48,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSRNM,134,402,134,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSROG,66,198,66,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSROU,47,142,47,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSRWK,28,83,28,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSSAL,76,227,76,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSAU,128,385,128,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSSBY,144,433,144,S12000020,S99999999,S99999999,00QX,"Below 1,000 (b)",13,10
NSSCH,70,209,70,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSSCN,14,43,14,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSCO,30,91,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSCP,18,53,18,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSSDN,60,179,60,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSSDS,25,76,25,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSSDY,57,172,57,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSSFR,27,81,27,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSHI,29,86,29,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSKB,82,247,82,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSKD,16,47,16,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSKL,44,131,44,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSSLI,36,109,36,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSNV,8,25,8,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSOL,32,95,32,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSSOR,53,159,53,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSSPB,145,434,145,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSPF,200,599,200,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSPY,51,152,51,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSSST,22,66,22,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSSTA,60,181,60,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSTE,38,115,38,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSTF,102,307,102,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSSTN,53,158,53,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSTR,156,467,156,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSSTU,21,62,21,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSUL,34,103,34,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSSUM,112,337,112,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSSUN,56,169,56,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSSWL,21,64,21,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTAL,34,103,34,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTAN,45,134,45,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSTCR,6,19,6,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTDN,13,38,13,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTHR,44,131,44,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTIM,60,181,60,S12000013,S99999999,S99999999,00RJ,"Below 1,000 (b)",13,10
NSTKV,15,44,15,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTLD,159,477,159,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSTON,34,103,34,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTPH,164,491,164,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSTRD,26,77,26,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTTL,87,262,87,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSTTN,43,129,43,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSTUL,18,53,18,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSUIG,57,172,57,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSULL,195,586,195,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSURR,62,187,62,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSUYE,21,64,21,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSVID,30,91,30,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSVOE,46,139,46,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSWAL,46,137,46,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSWAR,116,349,116,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSWDL,30,91,30,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSWEI,62,187,62,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSWFC,40,119,40,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSWHL,168,505,168,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSWRS,55,164,55,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
NSWRY,72,215,72,S12000023,S99999999,S99999999,00RA,"Below 1,000 (b)",13,10
NSWSW,15,44,15,S12000027,S99999999,S99999999,00RD,"Below 1,000 (b)",13,10
NSWTT,70,211,70,S12000017,S99999999,S99999999,00QT,"Below 1,000 (b)",13,10
NSYTH,37,112,37,S12000034,S99999999,S99999999,00QB,"Below 1,000 (b)",13,10
SDBLCMB,174,523,174,E07000228,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDBLNY,168,503,168,E07000228,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDBRCMB,186,559,186,E07000063,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDBRY,174,523,174,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDCHLGR,83,249,83,E06000046,E99999999,E12000008,00MW,"Below 1,000 (b)",13,10
SDCHLLR,141,422,141,E06000046,E99999999,E12000008,00MW,"Below 1,000 (b)",13,10
SDCLBRN,156,469,156,E06000046,E99999999,E12000008,00MW,"Below 1,000 (b)",13,10
SDCLHM,158,473,158,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDCMPTN,78,234,78,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDCWFLD,186,557,186,E07000228,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDFTTLW,166,499,166,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDGLYND,79,238,79,E07000063,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDGRFFH,100,300,100,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDHRTNG,138,413,138,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDHWKLY,87,262,87,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
SDKRDFR,104,313,104,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDLDSWR,115,344,115,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDLFRST,175,524,175,E07000065,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDNRWDH,182,546,182,E07000211,E10000030,E12000008,43,"Below 1,000 (b)",13,10
SDPLSTW,94,281,94,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDPRVTT,73,218,73,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
SDPTCHN,97,290,97,E07000229,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDPYNNG,102,305,102,E06000043,E99999999,E12000008,00ML,"Below 1,000 (b)",13,10
SDRDNGL,161,484,161,E07000228,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDRGT,141,422,141,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDRP,88,265,88,E07000063,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDRSPR,120,361,120,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDSCYNS,198,593,198,E07000063,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDSDLSH,136,409,136,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDSLNDN,159,478,159,E07000224,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDSNGLT,132,397,132,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDSTDN,189,566,189,E07000065,E10000011,E12000008,21,"Below 1,000 (b)",13,10
SDSTMN,135,404,135,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
SDSTMRD,43,128,43,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDSTTN,64,193,64,E07000225,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDWRNNG,82,247,82,E07000228,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDWSBRG,150,451,150,E07000227,E10000032,E12000008,45,"Below 1,000 (b)",13,10
SDWSTMN,90,271,90,E07000085,E10000014,E12000008,24,"Below 1,000 (b)",13,10
SLBB,112,335,112,E08000019,E99999999,E12000003,00CG,"Below 1,000 (b)",13,10
SLBMB,86,259,86,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLBNN,132,396,132,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLBOB,107,322,107,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLCRM,131,394,131,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLDUA,169,508,169,E07000171,E10000024,E12000004,37,"Below 1,000 (b)",13,10
SLED,42,125,42,E07000037,E10000007,E12000004,17,"Below 1,000 (b)",13,10
SLETF,84,253,84,E06000013,E99999999,E12000003,00FD,"Below 1,000 (b)",13,10
SLFU,140,421,140,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLHFT,178,533,178,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLHSN,66,199,66,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLHW,190,569,190,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLLAU,153,459,153,E07000142,E10000019,E12000004,32,"Below 1,000 (b)",13,10
SLMLF,182,547,182,E07000137,E10000019,E12000004,32,"Below 1,000 (b)",13,10
