exchange,prem_under_1km,prem_1_3km,prem_over_3km,oslaua,oscty,gor,code,geotype_name,geotype_number,av_spd_per_prem
EASUR,204,613,204,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASUT,516,1547,516,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EASWM,236,709,236,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASWN,295,884,295,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EASWT,204,613,204,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EATER,268,805,268,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EATHA,310,931,310,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EATIV,205,615,205,E07000149,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EATKL,526,1577,526,E07000077,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EATOL,353,1060,353,E07000074,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EATSC,460,1381,460,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EATTS,218,653,218,E07000143,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EATWI,219,658,219,E07000067,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAWAS,255,764,255,E07000242,E10000015,E12000006,26,"Above 1,000 (b)",11,10
EAWCT,382,1146,382,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWEY,234,701,234,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWIN,389,1166,389,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWLW,262,787,262,E07000204,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAWLY,209,626,209,E07000076,E10000012,E12000006,22,"Above 1,000 (b)",11,10
EAWMK,393,1178,393,E07000205,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAWOL,215,646,215,E07000200,E10000029,E12000006,42,"Above 1,000 (b)",11,10
EAWRO,439,1317,439,E07000144,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWRU,267,800,267,E07000147,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWTL,412,1237,412,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EAWWR,266,799,266,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMASFOR,369,1107,369,E07000133,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMBAINT,270,810,270,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMBAKEW,467,1402,467,E07000035,E10000007,E12000004,17,"Above 1,000 (b)",11,10
EMBGWOR,321,964,321,E07000132,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMBILLI,214,641,214,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMBILST,384,1153,384,E07000175,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMBLISW,338,1014,338,E07000155,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMBOTTE,494,1481,494,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMBOZEA,582,1745,582,E06000055,E99999999,E12000006,00KB,"Above 1,000 (b)",11,10
EMBRIGS,246,737,246,E07000152,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMBRIXW,543,1629,543,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMBUCKM,274,822,274,E07000133,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMBURGH,326,979,326,E07000137,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMBURTJ,489,1466,489,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMBUTTE,331,994,331,E07000136,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMCASTO,205,616,205,E07000011,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMCOGEN,299,898,299,E07000155,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMCOLLI,417,1250,417,E07000175,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMCOTTE,313,940,313,E06000017,E99999999,E12000004,00FP,"Above 1,000 (b)",11,10
EMCRTON,204,611,204,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMCRWLL,240,721,240,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMDETHI,292,877,292,E07000032,E10000007,E12000004,17,"Above 1,000 (b)",11,10
EMDFFIE,599,1797,599,E07000036,E10000007,E12000004,17,"Above 1,000 (b)",11,10
EMDNGTN,378,1135,378,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMDODDI,396,1187,396,E07000010,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMEASTB,309,928,309,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMEASTS,288,865,288,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMFARNS,328,985,328,E07000175,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMFENTO,233,698,233,E07000175,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMFINED,462,1386,462,E07000156,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMFLECK,461,1382,461,E07000129,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMFRIDA,412,1236,412,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMFULBE,312,937,312,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMGLINT,504,1513,504,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMGOSBE,233,698,233,E07000136,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMGRTFO,272,817,272,E06000017,E99999999,E12000004,00FP,"Above 1,000 (b)",11,10
EMGRTGL,436,1307,436,E07000129,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMGTTHA,366,1097,366,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMHECKI,447,1342,447,E07000139,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMHRRBY,336,1007,336,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMHULLA,219,656,219,E07000032,E10000007,E12000004,17,"Above 1,000 (b)",11,10
EMHUSBB,205,615,205,E07000131,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMKMBLT,308,925,308,E07000011,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMLBENN,357,1070,357,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMLERRE,274,823,274,E07000131,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMLNGBU,440,1320,440,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMLOWDH,334,1003,334,E07000175,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMMANEA,238,715,238,E07000009,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMMARCH,205,616,205,E07000193,E10000028,E12000005,41,"Above 1,000 (b)",11,10
EMMARKB,534,1603,534,E07000132,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMMARSM,205,616,205,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMMLTON,466,1399,466,E07000140,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMMRTON,294,883,294,E07000141,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMNETHB,273,818,273,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMNLUFF,283,848,283,E06000017,E99999999,E12000004,00FP,"Above 1,000 (b)",11,10
EMNWTON,272,817,272,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMOLDLE,322,967,322,E07000136,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMOSSGA,545,1635,545,E07000134,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMPADVE,262,787,262,E07000010,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMPAPSA,470,1409,470,E07000012,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMPATTI,211,634,211,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMPEATL,251,752,251,E07000131,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMROCKI,533,1598,533,E07000131,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMRRSBB,461,1384,461,E07000130,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMSHARD,313,939,313,E07000134,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMSPLSB,536,1608,536,E07000137,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMSRFLT,310,929,310,E07000140,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMSTKEG,295,886,295,E07000132,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMSUBGE,412,1237,412,E07000140,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMSUTTO,231,694,231,E07000171,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMSWSHD,305,914,305,E07000139,E10000019,E12000004,32,"Above 1,000 (b)",11,10
EMTERSJ,259,776,259,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMTHIST,238,713,238,E07000133,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMUPPIN,496,1488,496,E07000131,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMUPWLL,473,1419,473,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMWALGR,441,1322,441,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMWALSA,238,713,238,E07000146,E10000020,E12000006,33,"Above 1,000 (b)",11,10
EMWDHOU,553,1660,553,E07000134,E10000018,E12000004,31,"Above 1,000 (b)",11,10
EMWEDDO,439,1316,439,E07000151,E10000021,E12000004,34,"Above 1,000 (b)",11,10
EMWHTTO,296,889,296,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
EMWLVEY,353,1058,353,E07000219,E10000031,E12000005,44,"Above 1,000 (b)",11,10
EMWOLEY,361,1082,361,E07000011,E10000003,E12000006,12,"Above 1,000 (b)",11,10
EMWYSWO,365,1096,365,E07000176,E10000024,E12000004,37,"Above 1,000 (b)",11,10
ESAIR,203,608,203,S12000014,S99999999,S99999999,00QQ,"Above 1,000 (b)",11,10
ESALM,538,1615,538,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESALY,320,960,320,S12000041,S99999999,S99999999,00QC,"Above 1,000 (b)",11,10
ESARY,260,779,260,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESBLO,206,617,206,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESBLY,548,1645,548,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESBOE,357,1070,357,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESCOM,248,744,248,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESCOU,292,877,292,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESCRL,265,794,265,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESCSR,312,936,312,E06000057,E99999999,E12000001,00EM,"Above 1,000 (b)",11,10
ESDOL,319,958,319,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESDOU,245,736,245,S12000030,S99999999,S99999999,00RG,"Above 1,000 (b)",11,10
ESDUS,417,1252,417,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESEAR,219,658,219,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESFAU,533,1599,533,S12000040,S99999999,S99999999,00RH,"Above 1,000 (b)",11,10
ESHAR,555,1664,555,S12000040,S99999999,S99999999,00RH,"Above 1,000 (b)",11,10
ESHIL,412,1237,412,S12000034,S99999999,S99999999,00QB,"Above 1,000 (b)",11,10
ESINC,205,614,205,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESINN,418,1253,418,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESIVB,389,1166,389,S12000033,S99999999,S99999999,00QA,"Above 1,000 (b)",11,10
ESJED,500,1501,500,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESKCA,326,979,326,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESKGH,354,1061,354,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESKGL,334,1002,334,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESKLS,207,622,207,S12000041,S99999999,S99999999,00QC,"Above 1,000 (b)",11,10
ESLAD,354,1062,354,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESLIM,285,856,285,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESLON,293,880,293,S12000010,S99999999,S99999999,00QM,"Above 1,000 (b)",11,10
ESLUN,216,648,216,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESMEL,517,1551,517,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESMUI,570,1709,570,S12000041,S99999999,S99999999,00QC,"Above 1,000 (b)",11,10
ESNBF,273,819,273,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESNML,560,1679,560,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESPCD,309,928,309,S12000010,S99999999,S99999999,00QM,"Above 1,000 (b)",11,10
ESPIT,399,1196,399,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESSCN,544,1633,544,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESSLY,361,1082,361,S12000024,S99999999,S99999999,00RB,"Above 1,000 (b)",11,10
ESSTB,400,1199,400,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
ESSYB,538,1615,538,S12000040,S99999999,S99999999,00RH,"Above 1,000 (b)",11,10
ESTAY,401,1202,401,S12000015,S99999999,S99999999,00QR,"Above 1,000 (b)",11,10
ESWIN,392,1175,392,S12000036,S99999999,S99999999,00QP,"Above 1,000 (b)",11,10
ESWLI,224,673,224,S12000026,S99999999,S99999999,00QE,"Above 1,000 (b)",11,10
LCASD,350,1051,350,E07000121,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCASP,507,1522,507,E07000026,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCBMO,554,1662,554,E07000028,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCBRC,220,659,220,E07000128,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCBRI,472,1415,472,E06000008,E99999999,E12000002,00EX,"Above 1,000 (b)",11,10
LCBTN,380,1141,380,E07000121,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCCHA,276,828,276,E07000124,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCCRS,418,1253,418,E07000126,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCDLS,396,1187,396,E07000028,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCFLO,317,952,317,E07000031,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCFTN,294,881,294,E07000121,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCGAL,350,1049,350,E07000121,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCHAS,219,658,219,E07000127,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCHOG,363,1088,363,E07000126,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCHOL,265,796,265,E07000121,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCING,284,851,284,E07000163,E10000023,E12000003,36,"Above 1,000 (b)",11,10
LCKST,334,1003,334,E07000166,E10000023,E12000003,36,"Above 1,000 (b)",11,10
LCLAM,268,803,268,E07000026,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCLAZ,236,709,236,E07000030,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCLOG,282,847,282,E07000028,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCMEL,409,1226,409,E06000008,E99999999,E12000002,00EX,"Above 1,000 (b)",11,10
LCMIL,383,1148,383,E07000031,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCPAR,433,1298,433,E07000118,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCRIC,201,604,201,E07000124,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCRKF,375,1124,375,E07000028,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCRUF,275,826,275,E07000118,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCSAM,227,680,227,E07000126,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCSCA,263,788,263,E07000127,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LCSED,305,915,305,E07000030,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCSEG,418,1255,418,E07000031,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LCSTV,257,771,257,E07000031,E10000006,E12000002,16,"Above 1,000 (b)",11,10
LNNAZ,536,1607,536,E07000072,E10000012,E12000006,22,"Above 1,000 (b)",11,10
LNSFD,252,755,252,E07000072,E10000012,E12000006,22,"Above 1,000 (b)",11,10
LSBET,484,1451,484,E07000211,E10000030,E12000008,43,"Above 1,000 (b)",11,10
LSMOG,483,1450,483,E07000211,E10000030,E12000008,43,"Above 1,000 (b)",11,10
LSOXS,542,1626,542,E07000207,E10000030,E12000008,43,"Above 1,000 (b)",11,10
LVHIG,246,739,246,E07000127,E10000017,E12000002,30,"Above 1,000 (b)",11,10
LVKIN,311,934,311,E06000050,E99999999,E12000002,00EW,"Above 1,000 (b)",11,10
LVNCB,260,779,260,E06000050,E99999999,E12000002,00EW,"Above 1,000 (b)",11,10
LWDEN,543,1630,543,E09000017,E99999999,E12000007,00London,"Above 1,000 (b)",11,10
MRCHI,277,832,277,E07000037,E10000007,E12000004,17,"Above 1,000 (b)",11,10
MRCHL,263,789,263,E06000049,E99999999,E12000002,00EQ,"Above 1,000 (b)",11,10
MRCOM,472,1415,472,E06000050,E99999999,E12000002,00EW,"Above 1,000 (b)",11,10
MRLOW,209,628,209,E06000050,E99999999,E12000002,00EW,"Above 1,000 (b)",11,10
MRMOB,328,983,328,E06000049,E99999999,E12000002,00EQ,"Above 1,000 (b)",11,10
MRPIC,463,1390,463,E06000050,E99999999,E12000002,00EW,"Above 1,000 (b)",11,10
MRTID,313,940,313,E07000035,E10000007,E12000004,17,"Above 1,000 (b)",11,10
MYADD,396,1189,396,E08000032,E99999999,E12000003,00CX,"Above 1,000 (b)",11,10
MYALD,275,824,275,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYAPP,256,768,256,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYART,576,1729,576,E08000035,E99999999,E12000003,00DA,"Above 1,000 (b)",11,10
MYBEE,223,669,223,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYBIR,356,1069,356,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYBKA,362,1087,362,E08000035,E99999999,E12000003,00DA,"Above 1,000 (b)",11,10
MYBKE,524,1571,524,E08000035,E99999999,E12000003,00DA,"Above 1,000 (b)",11,10
MYBPI,254,763,254,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYBPM,238,713,238,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYBRE,454,1363,454,E08000034,E99999999,E12000003,00CZ,"Above 1,000 (b)",11,10
MYBRN,298,895,298,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYBUB,277,830,277,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYCAM,354,1063,354,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYCAW,308,924,308,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYCLO,431,1294,431,E07000168,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYCOL,496,1487,496,E08000035,E99999999,E12000003,00DA,"Above 1,000 (b)",11,10
MYDAR,245,734,245,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYDUN,368,1104,368,E07000167,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYFLM,376,1127,376,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYGAT,352,1056,352,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYGIL,487,1462,487,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYGRE,229,688,229,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYGRG,231,694,231,E07000163,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYHMB,344,1032,344,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYHOW,507,1522,507,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYHSM,340,1020,340,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYHUM,456,1369,456,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYLEV,491,1474,491,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYLIN,219,658,219,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYPBG,318,953,318,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYPTN,281,843,281,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYSBG,429,1286,429,E07000167,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYSNN,217,652,217,E07000167,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYSTR,596,1787,596,E07000164,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYTHR,314,941,314,E08000035,E99999999,E12000003,00DA,"Above 1,000 (b)",11,10
MYTOC,226,679,226,E07000165,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYWAT,251,753,251,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYWAY,413,1240,413,E07000168,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYWBG,500,1499,500,E07000169,E10000023,E12000003,36,"Above 1,000 (b)",11,10
MYWEN,275,826,275,E08000017,E99999999,E12000003,00CE,"Above 1,000 (b)",11,10
MYWHE,224,671,224,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
MYWIL,237,712,237,E06000011,E99999999,E12000003,00FB,"Above 1,000 (b)",11,10
NDALD,219,658,219,E07000112,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDALL,293,879,293,E06000035,E99999999,E12000008,00LC,"Above 1,000 (b)",11,10
NDASH,394,1182,394,E07000108,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBEN,251,753,251,E07000105,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBID,236,708,236,E07000105,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBOU,475,1425,475,E07000106,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBRD,210,631,210,E07000064,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDBRE,375,1126,375,E07000116,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBRI,317,952,317,E07000106,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDBUR,208,623,208,E07000064,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDBUX,286,857,286,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDCHA,350,1051,350,E07000113,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDCHD,255,764,255,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDCHI,326,978,326,E07000106,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDCHR,460,1379,460,E07000106,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDCLI,478,1434,478,E06000034,E99999999,E12000006,00KG,"Above 1,000 (b)",11,10
NDCRA,567,1700,567,E07000116,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDDPA,353,1060,353,E07000228,E10000032,E12000008,45,"Above 1,000 (b)",11,10
NDEPE,353,1060,353,E07000115,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDFAI,500,1501,500,E07000111,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDFRA,230,691,230,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDFRO,597,1791,597,E07000228,E10000032,E12000008,45,"Above 1,000 (b)",11,10
NDGOD,427,1281,427,E07000215,E10000030,E12000008,43,"Above 1,000 (b)",11,10
NDGOU,255,765,255,E07000110,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDHAD,424,1272,424,E07000115,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDHAK,435,1306,435,E07000064,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDHED,346,1037,346,E07000105,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDHRO,329,987,329,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDHST,425,1276,425,E07000112,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDHUN,306,918,306,E07000110,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDIHI,231,692,231,E07000111,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDKNO,432,1297,432,E09000006,E99999999,E12000007,00London,"Above 1,000 (b)",11,10
NDLEN,528,1585,528,E07000110,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDLIN,506,1519,506,E07000215,E10000030,E12000008,43,"Above 1,000 (b)",11,10
NDLYD,530,1590,530,E07000064,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDLYM,299,897,299,E07000112,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDMAR,353,1058,353,E07000110,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDMEO,567,1700,567,E07000111,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDNEI,372,1117,372,E07000063,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDNEW,593,1778,593,E07000113,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDNIN,263,790,263,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDNOR,243,729,243,E07000064,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDNUT,274,823,274,E07000065,E10000011,E12000008,21,"Above 1,000 (b)",11,10
NDOTF,517,1550,517,E07000111,E10000016,E12000008,29,"Above 1,000 (b)",11,10
NDPET,218,654,218,E07000106,E10000016,E12000008,29,"Above 1,000 (b)",11,10
